"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|PL","Actual Total Load [MW] - BZN|PL"
"19.08.2024 13:00 - 19.08.2024 13:15","20250","20912"
"19.08.2024 13:15 - 19.08.2024 13:30","20250","20895"
"19.08.2024 13:30 - 19.08.2024 13:45","19950","20580"
"19.08.2024 13:45 - 19.08.2024 14:00","19450","19980"
"19.08.2024 14:00 - 19.08.2024 14:15","19400","20191"
"19.08.2024 14:15 - 19.08.2024 14:30","19550","19850"
"19.08.2024 14:30 - 19.08.2024 14:45","19600","20034"
"19.08.2024 14:45 - 19.08.2024 15:00","19600","19929"
"19.08.2024 15:00 - 19.08.2024 15:15","19600","20254"
"19.08.2024 15:15 - 19.08.2024 15:30","19600","20085"
"19.08.2024 15:30 - 19.08.2024 15:45","19600","20187"
"19.08.2024 15:45 - 19.08.2024 16:00","19600","19961"
"19.08.2024 16:00 - 19.08.2024 16:15","19600","20131"
"19.08.2024 16:15 - 19.08.2024 16:30","19600","20166"
"19.08.2024 16:30 - 19.08.2024 16:45","19600","20067"
"19.08.2024 16:45 - 19.08.2024 17:00","19600","19903"
"19.08.2024 17:00 - 19.08.2024 17:15","19600","19952"
"19.08.2024 17:15 - 19.08.2024 17:30","19500","19879"
"19.08.2024 17:30 - 19.08.2024 17:45","19500","19902"
"19.08.2024 17:45 - 19.08.2024 18:00","19500","19738"
"19.08.2024 18:00 - 19.08.2024 18:15","19500","19632"
"19.08.2024 18:15 - 19.08.2024 18:30","19500","19719"
"19.08.2024 18:30 - 19.08.2024 18:45","19500","20015"
"19.08.2024 18:45 - 19.08.2024 19:00","19500","19905"
"19.08.2024 19:00 - 19.08.2024 19:15","19500","19799"
"19.08.2024 19:15 - 19.08.2024 19:30","19500","19949"
"19.08.2024 19:30 - 19.08.2024 19:45","19600","20081"
"19.08.2024 19:45 - 19.08.2024 20:00","19600","20009"
"19.08.2024 20:00 - 19.08.2024 20:15","19700","20155"
"19.08.2024 20:15 - 19.08.2024 20:30","19850","20287"
"19.08.2024 20:30 - 19.08.2024 20:45","19850","20378"
"19.08.2024 20:45 - 19.08.2024 21:00","19750","20091"
"19.08.2024 21:00 - 19.08.2024 21:15","19500","19763"
"19.08.2024 21:15 - 19.08.2024 21:30","19050","19339"
"19.08.2024 21:30 - 19.08.2024 21:45","18550","18601"
"19.08.2024 21:45 - 19.08.2024 22:00","17900","18148"
"19.08.2024 22:00 - 19.08.2024 22:15","17750","17834"
"19.08.2024 22:15 - 19.08.2024 22:30","17550","17677"
"19.08.2024 22:30 - 19.08.2024 22:45","17150","17324"
"19.08.2024 22:45 - 19.08.2024 23:00","16800","16921"
"19.08.2024 23:00 - 19.08.2024 23:15","16450","16766"
"19.08.2024 23:15 - 19.08.2024 23:30","16150","16332"
"19.08.2024 23:30 - 19.08.2024 23:45","15750","16128"
"19.08.2024 23:45 - 20.08.2024 00:00","15450","15853"
"20.08.2024 00:00 - 20.08.2024 00:15","15250","15588"
"20.08.2024 00:15 - 20.08.2024 00:30","15000","15414"
"20.08.2024 00:30 - 20.08.2024 00:45","14800","15041"
"20.08.2024 00:45 - 20.08.2024 01:00","14650","15004"
"20.08.2024 01:00 - 20.08.2024 01:15","14500","14828"
"20.08.2024 01:15 - 20.08.2024 01:30","14350","14652"
"20.08.2024 01:30 - 20.08.2024 01:45","14250","14642"
"20.08.2024 01:45 - 20.08.2024 02:00","14150","14564"
"20.08.2024 02:00 - 20.08.2024 02:15","14100","14339"
"20.08.2024 02:15 - 20.08.2024 02:30","14100","14432"
"20.08.2024 02:30 - 20.08.2024 02:45","14100","14464"
"20.08.2024 02:45 - 20.08.2024 03:00","14100","14523"
"20.08.2024 03:00 - 20.08.2024 03:15","14100","14410"
"20.08.2024 03:15 - 20.08.2024 03:30","14100","14463"
"20.08.2024 03:30 - 20.08.2024 03:45","14100","14440"
"20.08.2024 03:45 - 20.08.2024 04:00","14100","14432"
"20.08.2024 04:00 - 20.08.2024 04:15","14150","14590"
"20.08.2024 04:15 - 20.08.2024 04:30","14200","14797"
"20.08.2024 04:30 - 20.08.2024 04:45","14200","14724"
"20.08.2024 04:45 - 20.08.2024 05:00","14250","14888"
"20.08.2024 05:00 - 20.08.2024 05:15","14350","14996"
"20.08.2024 05:15 - 20.08.2024 05:30","14500","15025"
"20.08.2024 05:30 - 20.08.2024 05:45","14700","15160"
"20.08.2024 05:45 - 20.08.2024 06:00","15050","15698"
"20.08.2024 06:00 - 20.08.2024 06:15","16150","16669"
"20.08.2024 06:15 - 20.08.2024 06:30","16700","17231"
"20.08.2024 06:30 - 20.08.2024 06:45","17200","17642"
"20.08.2024 06:45 - 20.08.2024 07:00","17750","18261"
"20.08.2024 07:00 - 20.08.2024 07:15","18300","18754"
"20.08.2024 07:15 - 20.08.2024 07:30","18650","19147"
"20.08.2024 07:30 - 20.08.2024 07:45","19100","19492"
"20.08.2024 07:45 - 20.08.2024 08:00","19450","19848"
"20.08.2024 08:00 - 20.08.2024 08:15","19700","20050"
"20.08.2024 08:15 - 20.08.2024 08:30","19800","20304"
"20.08.2024 08:30 - 20.08.2024 08:45","19850","20442"
"20.08.2024 08:45 - 20.08.2024 09:00","19850","20564"
"20.08.2024 09:00 - 20.08.2024 09:15","19850","20604"
"20.08.2024 09:15 - 20.08.2024 09:30","19850","20601"
"20.08.2024 09:30 - 20.08.2024 09:45","19800","20781"
"20.08.2024 09:45 - 20.08.2024 10:00","19650","20526"
"20.08.2024 10:00 - 20.08.2024 10:15","19400","20332"
"20.08.2024 10:15 - 20.08.2024 10:30","19450","20350"
"20.08.2024 10:30 - 20.08.2024 10:45","19500","20632"
"20.08.2024 10:45 - 20.08.2024 11:00","19500","20637"
"20.08.2024 11:00 - 20.08.2024 11:15","19500","20430"
"20.08.2024 11:15 - 20.08.2024 11:30","19500","20343"
"20.08.2024 11:30 - 20.08.2024 11:45","19500","20798"
"20.08.2024 11:45 - 20.08.2024 12:00","19550","20888"
"20.08.2024 12:00 - 20.08.2024 12:15","19600","20621"
"20.08.2024 12:15 - 20.08.2024 12:30","19650","20993"
"20.08.2024 12:30 - 20.08.2024 12:45","19650","20921"
"20.08.2024 12:45 - 20.08.2024 13:00","19650","21013"
"20.08.2024 13:00 - 20.08.2024 13:15","19650","21254"
"20.08.2024 13:15 - 20.08.2024 13:30","19650","20821"
"20.08.2024 13:30 - 20.08.2024 13:45","19550","20761"
"20.08.2024 13:45 - 20.08.2024 14:00","19100","20127"
"20.08.2024 14:00 - 20.08.2024 14:15","19300","20418"
"20.08.2024 14:15 - 20.08.2024 14:30","19350","20484"
"20.08.2024 14:30 - 20.08.2024 14:45","19450","20826"
"20.08.2024 14:45 - 20.08.2024 15:00","19500","20501"
"20.08.2024 15:00 - 20.08.2024 15:15","19550","20425"
"20.08.2024 15:15 - 20.08.2024 15:30","19600","20450"
"20.08.2024 15:30 - 20.08.2024 15:45","19600","20510"
"20.08.2024 15:45 - 20.08.2024 16:00","19600","20345"
"20.08.2024 16:00 - 20.08.2024 16:15","19600","20449"
"20.08.2024 16:15 - 20.08.2024 16:30","19600","20345"
"20.08.2024 16:30 - 20.08.2024 16:45","19600","20347"
"20.08.2024 16:45 - 20.08.2024 17:00","19600","20199"
"20.08.2024 17:00 - 20.08.2024 17:15","19600","20354"
"20.08.2024 17:15 - 20.08.2024 17:30","19600","20334"
"20.08.2024 17:30 - 20.08.2024 17:45","19600","20478"
"20.08.2024 17:45 - 20.08.2024 18:00","19600","20164"
"20.08.2024 18:00 - 20.08.2024 18:15","19550","19929"
"20.08.2024 18:15 - 20.08.2024 18:30","19550","20262"
"20.08.2024 18:30 - 20.08.2024 18:45","19550","20336"
"20.08.2024 18:45 - 20.08.2024 19:00","19550","20275"
"20.08.2024 19:00 - 20.08.2024 19:15","19550","20191"
"20.08.2024 19:15 - 20.08.2024 19:30","19600","20321"
"20.08.2024 19:30 - 20.08.2024 19:45","19600","20538"
"20.08.2024 19:45 - 20.08.2024 20:00","19750","20414"
"20.08.2024 20:00 - 20.08.2024 20:15","19950","20544"
"20.08.2024 20:15 - 20.08.2024 20:30","20200","20853"
"20.08.2024 20:30 - 20.08.2024 20:45","20200","20713"
"20.08.2024 20:45 - 20.08.2024 21:00","20150","20534"
"20.08.2024 21:00 - 20.08.2024 21:15","19850","20109"
"20.08.2024 21:15 - 20.08.2024 21:30","19500","19568"
"20.08.2024 21:30 - 20.08.2024 21:45","18950","19015"
"20.08.2024 21:45 - 20.08.2024 22:00","18150","18408"
"20.08.2024 22:00 - 20.08.2024 22:15","18000","18257"
"20.08.2024 22:15 - 20.08.2024 22:30","17750","17996"
"20.08.2024 22:30 - 20.08.2024 22:45","17450","17713"
"20.08.2024 22:45 - 20.08.2024 23:00","17100","17358"
"20.08.2024 23:00 - 20.08.2024 23:15","16700","17077"
"20.08.2024 23:15 - 20.08.2024 23:30","16450","16700"
"20.08.2024 23:30 - 20.08.2024 23:45","16100","16456"
"20.08.2024 23:45 - 21.08.2024 00:00","15750","16096"
"21.08.2024 00:00 - 21.08.2024 00:15","15600","15887"
"21.08.2024 00:15 - 21.08.2024 00:30","15350","15637"
"21.08.2024 00:30 - 21.08.2024 00:45","15150","15531"
"21.08.2024 00:45 - 21.08.2024 01:00","15000","15415"
"21.08.2024 01:00 - 21.08.2024 01:15","14850","15080"
"21.08.2024 01:15 - 21.08.2024 01:30","14750","15037"
"21.08.2024 01:30 - 21.08.2024 01:45","14650","14852"
"21.08.2024 01:45 - 21.08.2024 02:00","14500","14777"
"21.08.2024 02:00 - 21.08.2024 02:15","14450","14759"
"21.08.2024 02:15 - 21.08.2024 02:30","14450","14534"
"21.08.2024 02:30 - 21.08.2024 02:45","14450","14731"
"21.08.2024 02:45 - 21.08.2024 03:00","14450","14603"
"21.08.2024 03:00 - 21.08.2024 03:15","14450","14564"
"21.08.2024 03:15 - 21.08.2024 03:30","14450","14507"
"21.08.2024 03:30 - 21.08.2024 03:45","14450","14581"
"21.08.2024 03:45 - 21.08.2024 04:00","14450","14570"
"21.08.2024 04:00 - 21.08.2024 04:15","14700","14624"
"21.08.2024 04:15 - 21.08.2024 04:30","14850","14658"
"21.08.2024 04:30 - 21.08.2024 04:45","14950","14783"
"21.08.2024 04:45 - 21.08.2024 05:00","15050","14891"
"21.08.2024 05:00 - 21.08.2024 05:15","15200","15026"
"21.08.2024 05:15 - 21.08.2024 05:30","15300","15154"
"21.08.2024 05:30 - 21.08.2024 05:45","15550","15314"
"21.08.2024 05:45 - 21.08.2024 06:00","16000","15747"
"21.08.2024 06:00 - 21.08.2024 06:15","17100","17001"
"21.08.2024 06:15 - 21.08.2024 06:30","17600","17297"
"21.08.2024 06:30 - 21.08.2024 06:45","18150","17843"
"21.08.2024 06:45 - 21.08.2024 07:00","18650","18281"
"21.08.2024 07:00 - 21.08.2024 07:15","19150","18927"
"21.08.2024 07:15 - 21.08.2024 07:30","19500","19224"
"21.08.2024 07:30 - 21.08.2024 07:45","19900","19375"
"21.08.2024 07:45 - 21.08.2024 08:00","20250","19679"
"21.08.2024 08:00 - 21.08.2024 08:15","20550","19931"
"21.08.2024 08:15 - 21.08.2024 08:30","20800","20162"
"21.08.2024 08:30 - 21.08.2024 08:45","21000","20191"
"21.08.2024 08:45 - 21.08.2024 09:00","21200","20263"
"21.08.2024 09:00 - 21.08.2024 09:15","21200","20443"
"21.08.2024 09:15 - 21.08.2024 09:30","21200","20512"
"21.08.2024 09:30 - 21.08.2024 09:45","21200","20519"
"21.08.2024 09:45 - 21.08.2024 10:00","21100","20244"
"21.08.2024 10:00 - 21.08.2024 10:15","21050","20210"
"21.08.2024 10:15 - 21.08.2024 10:30","21150","20374"
"21.08.2024 10:30 - 21.08.2024 10:45","21250","20677"
"21.08.2024 10:45 - 21.08.2024 11:00","21350","20901"
"21.08.2024 11:00 - 21.08.2024 11:15","21450","21164"
"21.08.2024 11:15 - 21.08.2024 11:30","21500","20909"
"21.08.2024 11:30 - 21.08.2024 11:45","21550","20897"
"21.08.2024 11:45 - 21.08.2024 12:00","21550","21003"
"21.08.2024 12:00 - 21.08.2024 12:15","21550","20921"
"21.08.2024 12:15 - 21.08.2024 12:30","21600","20838"
"21.08.2024 12:30 - 21.08.2024 12:45","21650","20860"
"21.08.2024 12:45 - 21.08.2024 13:00","21700","21114"
"21.08.2024 13:00 - 21.08.2024 13:15","21700","21488"
"21.08.2024 13:15 - 21.08.2024 13:30","21700","21263"
"21.08.2024 13:30 - 21.08.2024 13:45","21500","21092"
"21.08.2024 13:45 - 21.08.2024 14:00","21050","20550"
"21.08.2024 14:00 - 21.08.2024 14:15","21250","20604"
"21.08.2024 14:15 - 21.08.2024 14:30","21350","20764"
"21.08.2024 14:30 - 21.08.2024 14:45","21400","20758"
"21.08.2024 14:45 - 21.08.2024 15:00","21400","20536"
"21.08.2024 15:00 - 21.08.2024 15:15","21350","20589"
"21.08.2024 15:15 - 21.08.2024 15:30","21300","20651"
"21.08.2024 15:30 - 21.08.2024 15:45","21250","20425"
"21.08.2024 15:45 - 21.08.2024 16:00","21200","20444"
"21.08.2024 16:00 - 21.08.2024 16:15","21150","20299"
"21.08.2024 16:15 - 21.08.2024 16:30","21100","20603"
"21.08.2024 16:30 - 21.08.2024 16:45","21050","20289"
"21.08.2024 16:45 - 21.08.2024 17:00","21000","20089"
"21.08.2024 17:00 - 21.08.2024 17:15","20950","19861"
"21.08.2024 17:15 - 21.08.2024 17:30","20900","19965"
"21.08.2024 17:30 - 21.08.2024 17:45","20800","19961"
"21.08.2024 17:45 - 21.08.2024 18:00","20550","19829"
"21.08.2024 18:00 - 21.08.2024 18:15","20500","19653"
"21.08.2024 18:15 - 21.08.2024 18:30","20500","19817"
"21.08.2024 18:30 - 21.08.2024 18:45","20600","19970"
"21.08.2024 18:45 - 21.08.2024 19:00","20550","19841"
"21.08.2024 19:00 - 21.08.2024 19:15","20550","19823"
"21.08.2024 19:15 - 21.08.2024 19:30","20550","19960"
"21.08.2024 19:30 - 21.08.2024 19:45","20700","20131"
"21.08.2024 19:45 - 21.08.2024 20:00","20800","20211"
"21.08.2024 20:00 - 21.08.2024 20:15","20800","20213"
"21.08.2024 20:15 - 21.08.2024 20:30","20650","20401"
"21.08.2024 20:30 - 21.08.2024 20:45","20450","20260"
"21.08.2024 20:45 - 21.08.2024 21:00","20200","20012"
"21.08.2024 21:00 - 21.08.2024 21:15","19850","19719"
"21.08.2024 21:15 - 21.08.2024 21:30","19500","19345"
"21.08.2024 21:30 - 21.08.2024 21:45","18950","18562"
"21.08.2024 21:45 - 21.08.2024 22:00","18150","18008"
"21.08.2024 22:00 - 21.08.2024 22:15","18000","17799"
"21.08.2024 22:15 - 21.08.2024 22:30","17800","17421"
"21.08.2024 22:30 - 21.08.2024 22:45","17500","17259"
"21.08.2024 22:45 - 21.08.2024 23:00","17150","17018"
"21.08.2024 23:00 - 21.08.2024 23:15","16750","16619"
"21.08.2024 23:15 - 21.08.2024 23:30","16450","15995"
"21.08.2024 23:30 - 21.08.2024 23:45","16100","15862"
"21.08.2024 23:45 - 22.08.2024 00:00","15800","15565"
"22.08.2024 00:00 - 22.08.2024 00:15","15400","15180"
"22.08.2024 00:15 - 22.08.2024 00:30","15150","15059"
"22.08.2024 00:30 - 22.08.2024 00:45","14950","14761"
"22.08.2024 00:45 - 22.08.2024 01:00","14800","14626"
"22.08.2024 01:00 - 22.08.2024 01:15","14650","14490"
"22.08.2024 01:15 - 22.08.2024 01:30","14500","14410"
"22.08.2024 01:30 - 22.08.2024 01:45","14400","14399"
"22.08.2024 01:45 - 22.08.2024 02:00","14300","14242"
"22.08.2024 02:00 - 22.08.2024 02:15","14250","14084"
"22.08.2024 02:15 - 22.08.2024 02:30","14250","14197"
"22.08.2024 02:30 - 22.08.2024 02:45","14250","14093"
"22.08.2024 02:45 - 22.08.2024 03:00","14250","14098"
"22.08.2024 03:00 - 22.08.2024 03:15","14250","14018"
"22.08.2024 03:15 - 22.08.2024 03:30","14250","14091"
"22.08.2024 03:30 - 22.08.2024 03:45","14250","14121"
"22.08.2024 03:45 - 22.08.2024 04:00","14300","14196"
"22.08.2024 04:00 - 22.08.2024 04:15","14350","14219"
"22.08.2024 04:15 - 22.08.2024 04:30","14450","14261"
"22.08.2024 04:30 - 22.08.2024 04:45","14500","14494"
"22.08.2024 04:45 - 22.08.2024 05:00","14550","14573"
"22.08.2024 05:00 - 22.08.2024 05:15","14650","14616"
"22.08.2024 05:15 - 22.08.2024 05:30","14800","14579"
"22.08.2024 05:30 - 22.08.2024 05:45","15000","14919"
"22.08.2024 05:45 - 22.08.2024 06:00","15350","15295"
"22.08.2024 06:00 - 22.08.2024 06:15","16300","16227"
"22.08.2024 06:15 - 22.08.2024 06:30","16850","16751"
"22.08.2024 06:30 - 22.08.2024 06:45","17350","17127"
"22.08.2024 06:45 - 22.08.2024 07:00","17900","17627"
"22.08.2024 07:00 - 22.08.2024 07:15","18450","18245"
"22.08.2024 07:15 - 22.08.2024 07:30","18800","18587"
"22.08.2024 07:30 - 22.08.2024 07:45","19250","19011"
"22.08.2024 07:45 - 22.08.2024 08:00","19600","19240"
"22.08.2024 08:00 - 22.08.2024 08:15","19850","19446"
"22.08.2024 08:15 - 22.08.2024 08:30","20050","19531"
"22.08.2024 08:30 - 22.08.2024 08:45","20100","19621"
"22.08.2024 08:45 - 22.08.2024 09:00","20100","19782"
"22.08.2024 09:00 - 22.08.2024 09:15","20100","19796"
"22.08.2024 09:15 - 22.08.2024 09:30","20100","19692"
"22.08.2024 09:30 - 22.08.2024 09:45","19900","19565"
"22.08.2024 09:45 - 22.08.2024 10:00","19900","19398"
"22.08.2024 10:00 - 22.08.2024 10:15","19900","19395"
"22.08.2024 10:15 - 22.08.2024 10:30","20000","19355"
"22.08.2024 10:30 - 22.08.2024 10:45","20050","19554"
"22.08.2024 10:45 - 22.08.2024 11:00","20100","19498"
"22.08.2024 11:00 - 22.08.2024 11:15","20100","19486"
"22.08.2024 11:15 - 22.08.2024 11:30","20100","19468"
"22.08.2024 11:30 - 22.08.2024 11:45","20100","19562"
"22.08.2024 11:45 - 22.08.2024 12:00","20150","19450"
"22.08.2024 12:00 - 22.08.2024 12:15","20200","19602"
"22.08.2024 12:15 - 22.08.2024 12:30","20250","19751"
"22.08.2024 12:30 - 22.08.2024 12:45","20250","19639"
"22.08.2024 12:45 - 22.08.2024 13:00","20250","19734"
"22.08.2024 13:00 - 22.08.2024 13:15","20250","19792"
"22.08.2024 13:15 - 22.08.2024 13:30","20250","19812"
"22.08.2024 13:30 - 22.08.2024 13:45","20000","19515"
"22.08.2024 13:45 - 22.08.2024 14:00","19700","19125"
"22.08.2024 14:00 - 22.08.2024 14:15","19800","19190"
"22.08.2024 14:15 - 22.08.2024 14:30","19850","19482"
"22.08.2024 14:30 - 22.08.2024 14:45","19950","19641"
"22.08.2024 14:45 - 22.08.2024 15:00","19950","19587"
"22.08.2024 15:00 - 22.08.2024 15:15","19950","19465"
"22.08.2024 15:15 - 22.08.2024 15:30","19950","19675"
"22.08.2024 15:30 - 22.08.2024 15:45","19950","19671"
"22.08.2024 15:45 - 22.08.2024 16:00","19950","19457"
"22.08.2024 16:00 - 22.08.2024 16:15","19950","19372"
"22.08.2024 16:15 - 22.08.2024 16:30","19950","19480"
"22.08.2024 16:30 - 22.08.2024 16:45","19950","19320"
"22.08.2024 16:45 - 22.08.2024 17:00","19950","19381"
"22.08.2024 17:00 - 22.08.2024 17:15","19950","19493"
"22.08.2024 17:15 - 22.08.2024 17:30","19950","19637"
"22.08.2024 17:30 - 22.08.2024 17:45","19950","19663"
"22.08.2024 17:45 - 22.08.2024 18:00","19950","19298"
"22.08.2024 18:00 - 22.08.2024 18:15","19950","19232"
"22.08.2024 18:15 - 22.08.2024 18:30","19950","19464"
"22.08.2024 18:30 - 22.08.2024 18:45","19950","19596"
"22.08.2024 18:45 - 22.08.2024 19:00","19950","19577"
"22.08.2024 19:00 - 22.08.2024 19:15","19950","19539"
"22.08.2024 19:15 - 22.08.2024 19:30","20000","19506"
"22.08.2024 19:30 - 22.08.2024 19:45","20000","19748"
"22.08.2024 19:45 - 22.08.2024 20:00","20050","19927"
"22.08.2024 20:00 - 22.08.2024 20:15","20250","20124"
"22.08.2024 20:15 - 22.08.2024 20:30","20400","20211"
"22.08.2024 20:30 - 22.08.2024 20:45","20250","20072"
"22.08.2024 20:45 - 22.08.2024 21:00","20050","19868"
"22.08.2024 21:00 - 22.08.2024 21:15","19650","19488"
"22.08.2024 21:15 - 22.08.2024 21:30","19200","19008"
"22.08.2024 21:30 - 22.08.2024 21:45","18650","18389"
"22.08.2024 21:45 - 22.08.2024 22:00","17950","17699"
"22.08.2024 22:00 - 22.08.2024 22:15","17800","17637"
"22.08.2024 22:15 - 22.08.2024 22:30","17550","17449"
"22.08.2024 22:30 - 22.08.2024 22:45","17250","17112"
"22.08.2024 22:45 - 22.08.2024 23:00","16900","16656"
"22.08.2024 23:00 - 22.08.2024 23:15","16550","16495"
"22.08.2024 23:15 - 22.08.2024 23:30","16300","16027"
"22.08.2024 23:30 - 22.08.2024 23:45","16000","15730"
"22.08.2024 23:45 - 23.08.2024 00:00","15650","15372"
"23.08.2024 00:00 - 23.08.2024 00:15","15400","15146"
"23.08.2024 00:15 - 23.08.2024 00:30","15150","15025"
"23.08.2024 00:30 - 23.08.2024 00:45","14950","14690"
"23.08.2024 00:45 - 23.08.2024 01:00","14800","14552"
"23.08.2024 01:00 - 23.08.2024 01:15","14650","14466"
"23.08.2024 01:15 - 23.08.2024 01:30","14500","14256"
"23.08.2024 01:30 - 23.08.2024 01:45","14400","14347"
"23.08.2024 01:45 - 23.08.2024 02:00","14300","14062"
"23.08.2024 02:00 - 23.08.2024 02:15","14250","14064"
"23.08.2024 02:15 - 23.08.2024 02:30","14250","13982"
"23.08.2024 02:30 - 23.08.2024 02:45","14250","14016"
"23.08.2024 02:45 - 23.08.2024 03:00","14250","13939"
"23.08.2024 03:00 - 23.08.2024 03:15","14250","13978"
"23.08.2024 03:15 - 23.08.2024 03:30","14250","14111"
"23.08.2024 03:30 - 23.08.2024 03:45","14250","14012"
"23.08.2024 03:45 - 23.08.2024 04:00","14300","13901"
"23.08.2024 04:00 - 23.08.2024 04:15","14350","14122"
"23.08.2024 04:15 - 23.08.2024 04:30","14450","14297"
"23.08.2024 04:30 - 23.08.2024 04:45","14500","14511"
"23.08.2024 04:45 - 23.08.2024 05:00","14550","14523"
"23.08.2024 05:00 - 23.08.2024 05:15","14650","14567"
"23.08.2024 05:15 - 23.08.2024 05:30","14800","14572"
"23.08.2024 05:30 - 23.08.2024 05:45","15000","14883"
"23.08.2024 05:45 - 23.08.2024 06:00","15350","15216"
"23.08.2024 06:00 - 23.08.2024 06:15","16300","16337"
"23.08.2024 06:15 - 23.08.2024 06:30","16850","16788"
"23.08.2024 06:30 - 23.08.2024 06:45","17350","17226"
"23.08.2024 06:45 - 23.08.2024 07:00","17900","17735"
"23.08.2024 07:00 - 23.08.2024 07:15","18450","18235"
"23.08.2024 07:15 - 23.08.2024 07:30","18800","18736"
"23.08.2024 07:30 - 23.08.2024 07:45","19250","18885"
"23.08.2024 07:45 - 23.08.2024 08:00","19600","19291"
"23.08.2024 08:00 - 23.08.2024 08:15","19850","19210"
"23.08.2024 08:15 - 23.08.2024 08:30","20050","19763"
"23.08.2024 08:30 - 23.08.2024 08:45","20100","19594"
"23.08.2024 08:45 - 23.08.2024 09:00","20200","19619"
"23.08.2024 09:00 - 23.08.2024 09:15","20200","19669"
"23.08.2024 09:15 - 23.08.2024 09:30","20200","19654"
"23.08.2024 09:30 - 23.08.2024 09:45","20050","19573"
"23.08.2024 09:45 - 23.08.2024 10:00","19900","19250"
"23.08.2024 10:00 - 23.08.2024 10:15","19700","19224"
"23.08.2024 10:15 - 23.08.2024 10:30","19800","19319"
"23.08.2024 10:30 - 23.08.2024 10:45","19850","19545"
"23.08.2024 10:45 - 23.08.2024 11:00","19850","19323"
"23.08.2024 11:00 - 23.08.2024 11:15","19850","19383"
"23.08.2024 11:15 - 23.08.2024 11:30","19850","19402"
"23.08.2024 11:30 - 23.08.2024 11:45","19850","19399"
"23.08.2024 11:45 - 23.08.2024 12:00","19900","19370"
"23.08.2024 12:00 - 23.08.2024 12:15","19950","19415"
"23.08.2024 12:15 - 23.08.2024 12:30","20000","19337"
"23.08.2024 12:30 - 23.08.2024 12:45","20100","19374"
"23.08.2024 12:45 - 23.08.2024 13:00","20100","19335"
"23.08.2024 13:00 - 23.08.2024 13:15","20100","19265"
"23.08.2024 13:15 - 23.08.2024 13:30","20100","19063"
"23.08.2024 13:30 - 23.08.2024 13:45","19850","18716"
"23.08.2024 13:45 - 23.08.2024 14:00","19550","18501"
"23.08.2024 14:00 - 23.08.2024 14:15","19650","19076"
"23.08.2024 14:15 - 23.08.2024 14:30","19700","19438"
"23.08.2024 14:30 - 23.08.2024 14:45","19800","19450"
"23.08.2024 14:45 - 23.08.2024 15:00","19850","19439"
"23.08.2024 15:00 - 23.08.2024 15:15","19900","19304"
"23.08.2024 15:15 - 23.08.2024 15:30","19900","19247"
"23.08.2024 15:30 - 23.08.2024 15:45","19900","19699"
"23.08.2024 15:45 - 23.08.2024 16:00","19900","19640"
"23.08.2024 16:00 - 23.08.2024 16:15","19900","19714"
"23.08.2024 16:15 - 23.08.2024 16:30","19900","19929"
"23.08.2024 16:30 - 23.08.2024 16:45","19900","20072"
